Gene	Accession	RPKM_LowMyc	SpikeIn_renormalized_LowMyc
TMEM132B	NM_052907	0.007685895	0.000818599
ELFN2	NM_052906	0.309992254	0.137109094
FMNL2	NM_052905	5.899243662	2.744652848
KLHL32	NM_052904	0.00E+00	0.00E+00
TUBGCP5	NM_052903	2.368799668	1.098418475
STK11IP	NM_052902	10.21138507	4.748168283
SLC25A25	NM_052901	12.74530639	5.923843399
CACNB2	NM_201572	0.020658683	0.002595388
CSMD3	NM_052900	0.00E+00	0.00E+00
GPRIN1	NM_052899	1.351822559	0.625058864
XKR4	NM_052898	0.00E+00	0.00E+00
MBD6	NM_052897	24.26587475	11.18739406
CSMD2	NM_052896	0.00E+00	1.27E-09
BTBD9	NM_052893	2.260585883	1.039255484
PKD1L2	NM_052892	0.00E+00	0.00E+00
PGLYRP3	NM_052891	0.182063326	0.079649633
PGLYRP2	NM_052890	0.020642819	0.005890599
CARD16	NM_052889	3.893159373	1.791610232
CACNB2	NM_201571	0.02031285	0.002517917
LRRC37B	NM_052888	2.353864416	1.072568336
MAL2	NM_052886	0.00E+00	0.00E+00
SLC2A13	NM_052885	0.905163138	0.405843465
SIGLEC11	NM_052884	0.211628026	0.093236986
TXNRD3	NM_052883	0.00E+00	0.00E+00
ZIM3	NM_052882	0.00E+00	0.00E+00
PIK3IP1	NM_052880	18.50782504	8.595451766
LARP4	NM_052879	2.674790554	1.239364511
MED8	NM_052877	11.71141241	5.446141791
NACC1	NM_052876	22.6697475	10.33738832
CACNB2	NM_201570	0.020214153	0.002682425
VPS26B	NM_052875	2.960603031	1.371309496
STX1B	NM_052874	0.679339085	0.303573283
IFT43	NM_052873	7.555198652	3.515155808
IL17F	NM_052872	0.048055869	0.013188721
SNX18	NM_052870	7.551441744	3.512705716
TTYH2	NM_052869	3.420662524	1.590025001
IGSF8	NM_052868	24.75273548	11.34803265
NALCN	NM_052867	0.00E+00	0.00E+00
ADAMTSL1	NM_052866	0.00E+00	0.00E+00
C20orf72	NM_052865	25.22890196	11.70718906
SMG7	NM_201569	23.67813927	10.92919397
TIFA	NM_052864	7.916191854	3.682350178
SCGB3A1	NM_052863	0.00E+00	0.00E+00
RCSD1	NM_052862	40.34803539	18.53775088
ZNF300	NM_052860	0.00E+00	0.00E+00
RFT1	NM_052859	3.277018128	1.523570454
MARVELD3	NM_052858	0.00E+00	0.00E+00
ZNF830	NM_052857	5.747041108	2.673630026
ANKRD40	NM_052855	8.061075208	3.74970378
CREB3L1	NM_052854	10.75033719	4.999376604
ADCK2	NM_052853	4.036489715	1.877671411
SMG7	NM_201568	23.9881315	11.06247696
ZNF486	NM_052852	0.024909637	0.004497902
STARD13	NM_052851	0.08940703	0.027192063
GADD45GIP1	NM_052850	18.55228192	8.322357691
C15orf57	NM_052849	17.57559558	8.172768561
CCDC97	NM_052848	28.84717726	13.23741278
GNG7	NM_052847	46.29136072	21.13938857
EMILIN3	NM_052846	0.00E+00	0.00E+00
MMAB	NM_052845	2.00104267	0.929170019
WDR34	NM_052844	37.76123396	17.06425218
OBSCN	NM_052843	0.121804975	0.052136489
RPLP1	NM_213725	13.01709228	6.025891432
AMTN	NM_212557	0.00E+00	0.00E+00
CDC25A	NM_201567	1.399516627	0.650312695
TSSK3	NM_052841	0.066437696	0.020248383
CELF6	NM_052840	1.775862237	0.811392526
PANX2	NM_052839	0.445288328	0.198372931
1-Sep	NM_052838	73.63390716	32.90250195
SCAMP3	NM_052837	22.07855172	10.12283808
CDH23	NM_052836	0.00E+00	0.00E+00
WDR7	NM_052834	2.335262344	1.073108023
SLC26A7	NM_052832	0.007377758	1.74E-05
SLC18B1	NM_052831	0.492369535	0.221299726
TRIM10	NM_052828	0.00E+00	0.00E+00
SLC16A13	NM_201566	6.330838396	2.945559972
TRIM10	NM_052828	0.00E+00	0.00E+00
TRIM10	NM_052828	0.00E+00	0.00E+00
CDK2	NM_052827	15.73723334	7.282246652
WDR5	NM_052821	11.0700999	5.081609451
CORO2A	NM_052820	4.053980162	1.868522946
CARD14	NM_052819	0.035666695	0.008600885
N4BP2L1	NM_052818	4.485677073	2.077091679
MID2	NM_052817	0.00E+00	0.00E+00
CARD9	NM_052814	1.038155124	0.479381475
CARD9	NM_052813	1.133964585	0.524456472
FCGR2C	NM_201563	70.58675182	32.32840546
TRIM13	NM_052811	1.969840984	0.905291649
CTDP1	NM_048368	15.59925635	7.17445826
CDC42	NM_044472	2.797340711	1.281293237
CCNB3	NM_033670	0.00E+00	0.00E+00
ITGB1	NM_033668	15.39892991	7.161069784
DRD3	NM_033663	0.00E+00	0.00E+00
WDR4	NM_033661	3.05122901	1.418794711
DAP3	NM_033657	21.30934535	9.80908716
BRWD1	NM_033656	2.370106002	1.08256559
CNTNAP3	NM_033655	0.00E+00	0.00E+00
FOXO3	NM_201559	0.435328091	0.194532288
HELB	NM_033647	2.150603277	0.984252556
CDH7	NM_033646	0.00E+00	0.00E+00
FBXW11	NM_033645	10.52327914	4.893824437
FBXW11	NM_033644	10.3856827	4.829919447
RPL36	NM_033643	1051.435778	426.6628236
FGF13	NM_033642	0.00E+00	0.00E+00
COL4A6	NM_033641	0.001449281	2.03E-06
BTRC	NM_033637	2.639424167	1.216997526
FBXW7	NM_033632	8.8902743	4.136110597
LUZP1	NM_033631	14.11656865	6.564017343
FHL2	NM_201557	0.00E+00	0.00E+00
SCAND1	NM_033630	27.89499348	12.73462504
TREX1	NM_033629	38.31003599	17.40541283
CCDC120	NM_033626	0.019551431	0.002463713
RPL34	NM_033625	18.29336485	8.438604555
FBXO21	NM_033624	4.228734831	1.967538102
YIF1B	NM_033557	3.321529029	1.545084356
HLA-DPA1	NM_033554	970.4686922	400.1266383
HLA-DPA1	NM_033554	0.00E+00	0.00E+00
HLA-DPA1	NM_033554	0.00E+00	0.00E+00
GUCA2A	NM_033553	0.00E+00	0.00E+00
FHL2	NM_201555	0.00E+00	0.00E+00
TP53RK	NM_033550	3.603178624	1.675823466
TRIM41	NM_033549	12.40772888	5.757758857
INTS4	NM_033547	4.781200341	2.222347567
MYL12B	NM_033546	28.55254266	13.20908321
RCCD1	NM_033544	2.118973786	0.985535611
CEACAM21	NM_033543	5.304644975	2.457661262
SYS1	NM_033542	6.899565125	3.207923391
MFN1	NM_033540	9.138056728	4.251646594
CDK11A	NM_033529	35.47625994	16.16156002
C19orf33	NM_033520	0.463254408	0.004130258
DGKA	NM_201554	25.74269169	11.95725047
SLC38A5	NM_033518	4.651102625	2.159077213
SHANK3	NM_033517	0.12935708	0.057057432
TPD52L3	NM_033516	0.00E+00	0.00E+00
ARHGAP18	NM_033515	2.127890257	0.962658744
LIMS3	NM_033514	0.00E+00	0.00E+00
LIMS3	NM_033514	0.00E+00	0.00E+00
TPGS1	NM_033513	0.069711207	0.031460746
TSPYL5	NM_033512	0.00E+00	0.00E+00
DISP2	NM_033510	0.154328864	0.063850399
GCK	NM_033508	0.00E+00	0.00E+00
FGL1	NM_201553	0.00E+00	0.00E+00
GCK	NM_033507	0.00E+00	0.00E+00
FBXO24	NM_033506	0.473736207	0.210552448
EPT1	NM_033505	2.045587419	0.944715681
TMEM54	NM_033504	1.280618737	0.582138533
BMF	NM_033503	15.40801625	7.164582802
TRERF1	NM_033502	13.82455771	6.42875772
HK1	NM_033500	19.85302784	9.156390559
HK1	NM_033498	20.3301161	9.37192141
HK1	NM_033497	20.61780642	9.501989703
HK1	NM_033496	21.86702315	10.06795039
FGL1	NM_201552	0.00E+00	0.00E+00
KLHL13	NM_033495	10.58199186	4.920671366
CDK11B	NM_033493	40.61415955	18.3919472
CDK11B	NM_033492	40.16999321	18.19814194
CDK11B	NM_033489	39.38051598	17.85362532
CDK11B	NM_033488	39.90729224	18.08379861
CDK11B	NM_033487	42.97676029	19.45731809
CDK11B	NM_033486	40.06778072	18.15348362
FBXO4	NM_033484	0.802858203	0.36496421
POM121L2	NM_033482	0.00E+00	0.00E+00
FBXO9	NM_033481	3.252068272	1.507812866
NELL1	NM_201551	0.00E+00	0.00E+00
FBXO9	NM_033480	3.253711454	1.510395282
ZNF257	NM_033468	0.00E+00	0.00E+00
MMEL1	NM_033467	0.645591354	0.285513119
KCNK7	NM_033455	0.468536556	0.209519961
ITPA	NM_033453	11.70914354	5.387601189
TRIM47	NM_033452	1.252552973	0.574102154
ABCC10	NM_033450	6.236854645	2.901863578
FCHSD1	NM_033449	9.500556312	4.420247647
KRT71	NM_033448	0.00E+00	0.00E+00
FAM125B	NM_033446	0.028172056	0.007582508
ASB18	NM_212556	0.00E+00	0.00E+00
LRRC10	NM_201550	0.00E+00	0.00E+00
HIST3H2A	NM_033445	0.273995963	0.124665511
CELA2A	NM_033440	0.021102795	6.95E-05
IL33	NM_033439	0.00E+00	0.00E+00
SLAMF9	NM_033438	0.00E+00	0.00E+00
PDE5A	NM_033437	0.005733778	1.25E-05
PDE5A	NM_033430	0.005693423	1.24E-05
CALML4	NM_033429	1.589607276	0.733219023
C9orf123	NM_033428	5.59945594	2.604020806
CTTNBP2	NM_033427	0.00E+00	0.00E+00
KIAA1737	NM_033426	10.79232252	5.018452461
CERKL	NM_201548	0.00E+00	2.81E-09
DIXDC1	NM_033425	0.01788043	0.005046992
GZMH	NM_033423	0.053809787	0.01360739
SNX21	NM_033421	0.070364818	0.022093063
C19orf6	NM_033420	58.85041859	25.80068589
PGAP3	NM_033419	13.01289264	6.051395412
METTL18	NM_033418	1.284886721	0.584692179
HAUS8	NM_033417	4.553623643	2.118697835
IMP4	NM_033416	29.76962592	13.34593765
ARMC6	NM_033415	7.688333296	3.542734083
ZNF622	NM_033414	13.21269421	6.090643885
CDCP2	NM_201546	0.039214154	0.01234263
LRRC46	NM_033413	0.454555514	0.20311943
SLC25A51	NM_033412	0.421755283	0.188567787
RWDD2A	NM_033411	0.926136783	0.415562999
ZNF764	NM_033410	1.711620805	0.794781403
SLC52A3	NM_033409	0.00E+00	0.00E+00
TMEM205	NM_033408	16.02337963	7.374248224
DOCK7	NM_033407	1.660094493	0.758957237
FBXO3	NM_033406	4.771377639	2.213295238
PRIC285	NM_033405	43.78817241	19.72068389
DCLK3	NM_033403	0.005449449	1.17E-05
LGALS8	NM_201545	0.058411053	0.013487994
LRRCC1	NM_033402	0.115234874	0.047846151
CNTNAP4	NM_033401	0.00E+00	0.00E+00
ZFHX2	NM_033400	0.360507991	0.159120986
ITPRIP	NM_033397	7.600777886	3.536274495
TNKS1BP1	NM_033396	3.58268889	1.666322131
KIAA1731	NM_033395	2.198741205	1.005400398
TANC1	NM_033394	0.355601908	0.158073707
FHDC1	NM_033393	0.197741002	0.086706747
ZC3H12C	NM_033390	0.042986731	0.007040494
SSH2	NM_033389	14.62764869	6.802134479
LGALS8	NM_201544	0.056274119	0.012802131
ATG16L2	NM_033388	42.25045119	19.30899063
FAM78A	NM_033387	67.32702947	29.87004396
MICALL1	NM_033386	16.31990141	7.547085981
SEC14L2	NM_033382	0.143300552	0.060649742
COL4A5	NM_033380	0.00E+00	0.00E+00
CDK1	NM_033379	4.379980732	2.03776637
CGB2	NM_033378	0.00E+00	0.00E+00
CGB1	NM_033377	0.00E+00	0.00E+00
MYO1C	NM_033375	88.29612469	39.35993635
C3orf15	NM_033364	0.002189778	3.50E-06
LGALS8	NM_201543	0.05679543	0.012996558
MRPS12	NM_033363	17.80832959	8.017536788
MRPS12	NM_033362	16.39844508	7.405266349
KRAS	NM_033360	6.494802556	3.019880138
CASP8	NM_033358	23.01914639	10.70372001
CASP8	NM_033356	26.06911298	12.12183109
CASP8	NM_033355	25.35615981	11.79044591
KCNK7	NM_033348	0.502344951	0.224934378
KCNK7	NM_033347	0.501069439	0.224474395
RGS8	NM_033345	0.00E+00	0.00E+00
LHX4	NM_033343	0.00E+00	0.00E+00
MED8	NM_201542	17.12660284	7.961083353
TRIM7	NM_033342	0.017538005	5.45E-05
BIRC8	NM_033341	0.00E+00	0.00E+00
CASP7	NM_033340	14.60309898	6.790410568
CASP7	NM_033339	13.40720849	6.234756039
CASP7	NM_033338	13.24309949	6.158527783
CAV3	NM_033337	0.00E+00	0.00E+00
NR6A1	NM_033334	2.725389316	1.262398562
CDC14B	NM_033331	0.078158499	0.023751793
SIGLEC12	NM_033329	0.631868241	0.273886948
CAPZA3	NM_033328	0.00E+00	0.00E+00
NDRG2	NM_201541	0.00E+00	0.00E+00
SOX6	NM_033326	0.005475062	1.17E-05
CENPL	NM_033319	1.201927311	0.547193269
C22orf32	NM_033318	14.99655125	6.95139774
DMKN	NM_033317	5.365080335	2.4930301
MFI2	NM_033316	10.11320549	4.702116316
RASL10B	NM_033315	0.607845056	0.28096146
CDC14A	NM_033313	0.702099269	0.314768007
CDC14A	NM_033312	1.472364242	0.665796161
KCNK4	NM_033310	0.026815706	0.008637331
B3GNT9	NM_033309	2.203428215	1.009467747
NDRG2	NM_201540	0.00E+00	0.00E+00
CASP4	NM_033306	6.856042479	3.185020519
VPS13A	NM_033305	4.363192986	2.028750788
ADRA1A	NM_033304	0.00E+00	0.00E+00
ADRA1A	NM_033303	0.00E+00	0.00E+00
ADRA1A	NM_033302	0.00E+00	0.00E+00
RPL8	NM_033301	609.2587845	247.2657241
LRP8	NM_033300	4.386779375	2.040972713
NLRP12	NM_033297	0.00E+00	0.00E+00
MRFAP1	NM_033296	64.25539595	28.3398865
CASP1	NM_033295	5.256249083	2.433514703
NDRG2	NM_201539	0.00E+00	0.00E+00
CASP1	NM_033294	6.468149594	3.005129789
CASP1	NM_033293	7.999929789	3.720842183
CASP1	NM_033292	7.024085051	3.264450907
MID1	NM_033290	0.009311545	0.001097985
MID1	NM_033289	0.009173683	0.000750894
ZNF160	NM_033288	8.094389792	3.76407687
C15orf23	NM_033286	3.585673487	1.668198833
TP53INP1	NM_033285	13.04448916	6.066958094
TBL1Y	NM_033284	0.173416401	0.073658128
OPN4	NM_033282	0.00E+00	0.00E+00
PATE2	NM_212555	0.005922688	0.000659185
NDRG2	NM_201538	0.00E+00	0.00E+00
MRPS36	NM_033281	1.497361577	0.684100125
MRPS36	NM_033281	0.00E+00	0.00E+00
SEC11C	NM_033280	14.96488065	6.939249653
TRIM3	NM_033278	1.768943044	0.814947031
LACRT	NM_033277	0.00E+00	0.00E+00
XRCC6BP1	NM_033276	1.305462538	0.597385727
ADAM19	NM_033274	16.12688527	7.499971568
ZNF479	NM_033273	0.00E+00	0.00E+00
KCNH7	NM_033272	0.00E+00	0.00E+00
BTBD6	NM_033271	7.078941494	3.291618432
NDRG2	NM_201537	0.00E+00	0.00E+00
IRX2	NM_033267	0.00E+00	0.00E+00
ERN2	NM_033266	0.00E+00	0.00E+00
SLC8A3	NM_033262	0.00E+00	0.00E+00
IDI2	NM_033261	0.00E+00	3.15E-09
FOXQ1	NM_033260	0.00E+00	0.00E+00
CAMK2N2	NM_033259	0.271232978	0.118947948
GNG8	NM_033258	5.651189705	2.627031689
DGCR6L	NM_033257	10.44111485	4.820152337
PPP1R14A	NM_033256	4.79742297	2.226857477
EPSTI1	NM_033255	80.28465867	35.88186839
NDRG2	NM_201536	0.00E+00	0.00E+00
BOC	NM_033254	0.00E+00	0.00E+00
NT5C1B	NM_033253	0.00E+00	0.00E+00
RPL13	NM_033251	25.81198807	11.69096098
PML	NM_033250	91.91264934	40.32189242
PML	NM_033249	82.17351648	36.10293127
PML	NM_033247	67.96734102	29.98353025
PML	NM_033246	68.91379223	30.40733313
PML	NM_033244	87.6743378	38.53350108
PML	NM_033240	77.5746459	34.30245316
PML	NM_033239	87.89942319	38.62829644
NDRG2	NM_201535	0.00E+00	0.00E+00
PML	NM_033238	49.49067383	22.3315374
TRIM15	NM_033229	0.00E+00	0.00E+00
TRIM15	NM_033229	0.00E+00	0.00E+00
TRIM15	NM_033229	0.00E+00	0.00E+00
TRIM23	NM_033228	1.021177146	0.461145374
TRIM23	NM_033227	1.069208262	0.483326725
ABCC12	NM_033226	0.00E+00	0.00E+00
CSMD1	NM_033225	0.009492352	0.000592297
PURB	NM_033224	6.318459207	2.939340895
GABRG3	NM_033223	0.00E+00	0.00E+00
DGKZ	NM_201533	19.78897934	9.057612355
PSIP1	NM_033222	33.21352348	15.26537176
TRIM14	NM_033220	18.28670824	8.432171409
TRIM14	NM_033219	23.24760337	10.6872131
PPP1R3F	NM_033215	0.382065174	0.17086133
GK2	NM_033214	0.00E+00	0.00E+00
ZNF670	NM_033213	0.3376045	0.150375465
CCDC102A	NM_033212	2.921377411	1.356010891
C5orf30	NM_033211	1.051353849	0.48480234
ZNF502	NM_033210	0.00E+00	0.00E+00
TIGD7	NM_033208	1.061292151	0.47930552
DGKZ	NM_201532	18.39957975	8.435709339
OPALIN	NM_033207	0.00E+00	0.00E+00
ZNF101	NM_033204	6.540702051	3.042814047
C16orf45	NM_033201	0.017404367	0.002149717
LMF2	NM_033200	31.5197317	14.28398848
UCN2	NM_033199	0.12420096	0.000712644
PIGS	NM_033198	30.9970893	14.22669989
BPIFB1	NM_033197	0.00E+00	0.00E+00
ZNF682	NM_033196	0.998878774	0.44999664
LDHAL6B	NM_033195	0.00E+00	0.00E+00
HSPB9	NM_033194	0.393964511	0.175122105
ISLR	NM_201526	0.00459843	0.001170794
KRTAP9-4	NM_033191	0.00E+00	0.00E+00
KRTAP4-5	NM_033188	0.00E+00	0.00E+00
KRTAP4-3	NM_033187	0.00E+00	0.00E+00
KRTAP3-3	NM_033185	0.00E+00	0.00E+00
KRTAP3-3	NM_033185	0.00E+00	0.00E+00
KRTAP2-4	NM_033184	0.00E+00	0.00E+00
KRTAP2-4	NM_033184	0.00E+00	0.00E+00
CGB8	NM_033183	0.00E+00	0.00E+00
FBXO44	NM_033182	2.390600171	1.105894928
CNR1	NM_033181	1.987346751	0.900094841
GPR56	NM_201525	0.022721865	7.66E-05
OR51B2	NM_033180	0.027603656	9.90E-05
OR51B4	NM_033179	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
DUX4	NM_033178	0.00E+00	0.00E+00
GPANK1	NM_033177	0.00E+00	0.00E+00
GPR56	NM_201524	0.022023083	7.35E-05
GPANK1	NM_033177	7.488176929	3.482222039
GPANK1	NM_033177	0.00E+00	0.00E+00
NKX2-4	NM_033176	0.00E+00	0.00E+00
B3GALT5	NM_033173	0.008542639	2.11E-05
B3GALT5	NM_033172	0.00E+00	0.00E+00
B3GALT5	NM_033171	0.010143454	2.65E-05
B3GALT5	NM_033170	0.011077161	2.98E-05
B3GALNT1	NM_033169	0.00E+00	0.00E+00
B3GALNT1	NM_033168	0.00E+00	0.00E+00
B3GALNT1	NM_033167	0.00E+00	0.00E+00
KLC4	NM_201523	5.880656037	2.73454344
FGF8	NM_033165	0.296729252	0.133399594
FGF8	NM_033164	0.270991022	0.121630485
FGF8	NM_033163	0.262359069	0.117686531
SURF4	NM_033161	42.32755763	19.1731452
ZNF658	NM_033160	0.050646707	0.014306321
HYAL1	NM_033159	0.038180081	0.014678663
HYAL2	NM_033158	1.51663765	0.705067637
CALD1	NM_033157	2.543300263	1.166172679
ABCC11	NM_033151	0.00E+00	0.00E+00
COL2A1	NM_033150	0.001989198	0.000127083
METTL10	NM_212554	1.878222367	0.862792328
KLC4	NM_201522	5.993364555	2.787280076
DTNB	NM_033148	1.413804916	0.644916525
DTNB	NM_033147	1.380969699	0.629499452
FGF5	NM_033143	0.00E+00	0.00E+00
CGB7	NM_033142	0.00E+00	0.00E+00
MAP3K9	NM_033141	0.962061335	0.434142
CALD1	NM_033140	2.558437769	1.173427535
CALD1	NM_033139	2.534503791	1.162586835
CALD1	NM_033138	2.274681207	1.040475786
FGF1	NM_033137	0.00E+00	0.00E+00
FGF1	NM_033136	0.00E+00	0.00E+00
KLC4	NM_201521	6.231583727	2.898473319
PDGFD	NM_033135	0.00E+00	0.00E+00
CNP	NM_033133	31.22057845	14.29996197
ZIC5	NM_033132	0.00E+00	0.00E+00
WNT3A	NM_033131	0.00E+00	0.00E+00
SIGLEC10	NM_033130	26.61066137	12.30616309
SCRT2	NM_033129	0.06784516	0.028541237
SCIN	NM_033128	0.00E+00	0.00E+00
SEC16B	NM_033127	0.057896335	0.000261994
PSKH2	NM_033126	0.00E+00	0.00E+00
SLC22A16	NM_033125	0.00E+00	0.00E+00
SLC25A35	NM_201520	4.360435983	2.022246734
CCDC65	NM_033124	0.914570704	0.410139155
PLCZ1	NM_033123	0.00E+00	0.00E+00
CABS1	NM_033122	0.00E+00	0.00E+00
ANKRD13A	NM_033121	18.49302478	8.599119869
NKD2	NM_033120	1.139175333	0.529729094
NKD1	NM_033119	0.008909854	0.002071981
MYLK2	NM_033118	0.076462686	0.029052299
RBM18	NM_033117	7.938585209	3.693651501
NEK9	NM_033116	19.6072107	9.057521305
TBCK	NM_033115	3.376698968	1.560432427
H2AFV	NM_201517	19.42195305	9.009652513
ZCRB1	NM_033114	9.79677787	4.555713362
ZNF628	NM_033113	2.593992601	1.206615741
RRP36	NM_033112	20.57039973	9.480905567
N4BP2L2	NM_033111	9.906750312	4.607954972
A2LD1	NM_033110	0.989577652	0.450830014
PNPT1	NM_033109	6.126677269	2.85056789
HSFY1	NM_033108	0.00E+00	0.00E+00
HSFY1	NM_033108	0.00E+00	0.00E+00
GTPBP10	NM_033107	1.126209871	0.51102061
GALP	NM_033106	0.00E+00	0.00E+00
H2AFV	NM_201516	10.81327342	5.028291769
DNAJC5B	NM_033105	1.779669016	0.801574533
STON2	NM_033104	0.00E+00	1.62E-09
RHPN2	NM_033103	0.153952985	0.068234582
SLC45A3	NM_033102	1.208387703	0.552952935
LGALS12	NM_033101	0.123231553	0.054144719
CDHR1	NM_033100	0.00E+00	2.97E-09
TRIM5	NM_033093	16.18040399	7.524534883
TRIM5	NM_033092	15.74548775	7.323133391
TRIM4	NM_033091	4.488901568	2.087393932
GREB1	NM_033090	0.694854696	0.312367927
PPHLN1	NM_201515	13.99760987	6.508762369
ZCCHC3	NM_033089	21.80270401	9.996201971
FAM40A	NM_033088	8.609189782	4.003821167
ALG2	NM_033087	14.57807899	6.769990061
FGD3	NM_033086	77.00688581	34.58362078
FATE1	NM_033085	0.00E+00	0.00E+00
FANCD2	NM_033084	2.339149898	1.082720248
EAF1	NM_033083	4.881761022	2.270804021
SARNP	NM_033082	15.57340863	7.242256968
DIDO1	NM_033081	15.37156704	7.110086726
SYNE1	NM_033071	0.856493979	0.383711046
CBWD3	NM_201453	0.00E+00	0.00E+00
CECR5	NM_033070	14.32646583	6.576398952
ACPT	NM_033068	0.00E+00	0.00E+00
DMRTB1	NM_033067	0.00E+00	0.00E+00
MPP4	NM_033066	0.00E+00	0.00E+00
ATCAY	NM_033064	0.009637893	0.00114107
MAP6	NM_033063	0.00E+00	0.00E+00
KRTAP4-2	NM_033062	0.00E+00	0.00E+00
KRTAP4-7	NM_033061	0.00E+00	0.00E+00
KRTAP4-1	NM_033060	0.00E+00	0.00E+00
KRTAP4-11	NM_033059	0.00E+00	0.00E+00
CBWD3	NM_201453	0.095610576	0.028685937
KRTAP4-11	NM_033059	0.00E+00	0.00E+00
TRIM55	NM_033058	0.034048704	0.000130451
OR2B2	NM_033057	0.00E+00	0.00E+00
PCDH15	NM_033056	0.00E+00	0.00E+00
HIAT1	NM_033055	12.84733657	5.974086668
MYO1G	NM_033054	164.3044671	71.32347795
DMRTC1	NM_033053	0.00E+00	0.00E+00
DMRTC1	NM_033053	0.00E+00	0.00E+00
SLC46A2	NM_033051	0.019399052	6.22E-05
SUCNR1	NM_033050	0.00E+00	3.50E-09
EGFL7	NM_201446	0.126746432	0.054970269
MUC13	NM_033049	0.00E+00	3.40E-09
CPXCR1	NM_033048	0.00E+00	0.00E+00
RTKN	NM_033046	11.60726169	5.397236789
KRT84	NM_033045	0.00E+00	0.00E+00
CGB5	NM_033043	0.00E+00	0.00E+00
GAL3ST3	NM_033036	0.00E+00	0.00E+00
TSLP	NM_033035	0.00E+00	0.00E+00
TRIM5	NM_033034	16.73000256	7.780302598
KRT82	NM_033033	0.00E+00	0.00E+00
KRTAP2-2	NM_033032	0.00E+00	0.00E+00
DGKA	NM_201445	24.82443423	11.53670925
CCNB3	NM_033031	0.00E+00	0.00E+00
BOLL	NM_033030	0.00E+00	0.00E+00
LMLN	NM_033029	0.020674327	0.002897372
BBS4	NM_033028	2.323841775	1.06746059
CSRNP1	NM_033027	36.37796122	16.78123622
PCLO	NM_033026	0.004306268	0.000126015
SYDE1	NM_033025	0.00E+00	0.00E+00
PDGFA	NM_033023	0.506991173	0.227628615
RPS24	NM_033022	50.47788481	22.50874119
TRIM33	NM_033020	5.68756981	2.645249076
BOLA3	NM_212552	3.644612622	1.695553011
DGKA	NM_201444	24.51684923	11.39538358
CDK16	NM_033018	23.03247045	10.61044722
TRIM4	NM_033017	4.387648149	2.040097822
PDGFB	NM_033016	0.073416445	0.023487945
FASTK	NM_033015	24.71995247	11.26638278
OGN	NM_033014	0.015825376	0.001858689
NR1I2	NM_033013	0.00E+00	0.00E+00
TNFSF11	NM_033012	0.065840004	0.011324871
PLAT	NM_033011	0.700459813	0.311641563
PCBP4	NM_033010	8.650643066	4.023942916
PCBP4	NM_033008	8.393156965	3.904392228
TEAD4	NM_201443	0.984148765	0.457797909
NLRP1	NM_033007	29.71967128	13.79066335
NLRP1	NM_033006	29.34331561	13.61908897
NLRP1	NM_033004	29.22389294	13.56484157
GTF2I	NM_033001	10.62237	4.939535899
GTF2I	NM_033000	11.03663411	5.132060965
GTF2I	NM_032999	10.98687253	5.108946222
DEDD	NM_032998	12.81970196	5.961537525
ZWINT	NM_032997	8.36997716	3.892208407
CASP9	NM_032996	5.145444941	2.392371045
ARHGEF4	NM_032995	0.00E+00	0.00E+00
C1S	NM_201442	0.297091301	0.13101177
GAR1	NM_032993	7.723455361	3.566385807
CASP6	NM_032992	3.02221085	1.395625834
CASP3	NM_032991	5.024081942	2.336675326
BAD	NM_032989	16.07206245	7.391101658
SEC23B	NM_032986	14.20821987	6.601880427
SEC23B	NM_032985	13.05999127	6.073001444
CASP2	NM_032983	10.25236646	4.767673644
CASP2	NM_032982	9.994483338	4.647885257
DTNA	NM_032981	0.00E+00	0.00E+00
DTNA	NM_032980	0.00E+00	0.00E+00
TEAD4	NM_201441	1.276047739	0.593702547
DTNA	NM_032979	0.00E+00	0.00E+00
DTNA	NM_032978	0.00E+00	0.00E+00
CASP10	NM_032977	6.567950055	3.041649379
CASP10	NM_032976	6.49990757	3.009806572
DTNA	NM_032975	0.00E+00	0.00E+00
CASP10	NM_032974	5.975008872	2.763902356
PCDH11Y	NM_032973	0.006444314	1.46E-05
PCDH11Y	NM_032972	0.00E+00	0.00E+00
PCDH11Y	NM_032971	0.00E+00	0.00E+00
SEC22C	NM_032970	4.657313944	2.165565695
PPHLN1	NM_201440	13.69476883	6.367907866
PCDH11X	NM_032969	0.0084891	2.09E-05
PCDH11X	NM_032968	0.008461352	2.09E-05
PCDH11X	NM_032967	0.00E+00	0.00E+00
CXCR5	NM_032966	7.058005529	3.283864484
CCL15	NM_032965	0.00E+00	0.00E+00
CCL14	NM_032963	0.00E+00	0.00E+00
CCL14	NM_032962	0.00E+00	0.00E+00
PCDH10	NM_032961	0.016281321	0.001934404
MAPKAPK2	NM_032960	25.65264216	11.83936484
POLR2J2	NM_032959	2.220205358	1.023509754
PPHLN1	NM_201439	14.34787003	6.67172869
RTEL1	NM_032957	5.551709952	2.581483092
AIF1	NM_032955	0.00E+00	0.00E+00
AIF1	NM_032955	26.49722276	12.20244494
AIF1	NM_032955	0.00E+00	0.00E+00
